LinkID,PositionX (m),PositionY (m),PositionZ (m)
AUTO_001972,-457.438,878.634,0.634
AUTO_001973,-457.420,881.938,0.166
AUTO_001974,-457.091,882.839,0.472
AUTO_001975,-457.411,887.043,0.074
AUTO_001976,-457.183,888.872,0.546
AUTO_001977,-457.625,892.601,0.441
AUTO_001978,-457.153,894.084,1.151
AUTO_001979,-457.098,896.810,-0.098
AUTO_001980,-456.936,899.907,0.187
AUTO_001981,-457.444,901.823,0.279
AUTO_001982,-457.591,904.115,0.319
AUTO_001983,-457.422,906.936,0.326
AUTO_001984,-457.509,909.610,-0.082
AUTO_001985,-457.682,912.424,0.141
AUTO_001986,-457.375,914.912,0.130
AUTO_001987,-457.113,917.158,0.704
AUTO_001988,-457.364,920.277,0.794
AUTO_001989,-457.181,922.599,0.387
AUTO_001990,-457.782,925.559,0.236
AUTO_001991,-458.084,927.581,0.302
AUTO_001992,-457.321,930.179,0.220
AUTO_001993,-458.089,932.575,0.357
AUTO_001994,-458.037,935.298,0.013
AUTO_001995,-457.485,938.200,0.066
AUTO_001996,-457.498,940.497,0.309
AUTO_001997,-457.750,942.975,0.148
AUTO_001998,-457.625,945.317,0.134
AUTO_001999,-457.937,948.243,0.308
AUTO_002000,-457.616,950.722,-0.083
AUTO_002001,-458.255,953.386,0.525
AUTO_002002,-457.571,955.058,-0.221
AUTO_002003,-458.076,959.034,0.168
AUTO_002004,-457.624,960.874,0.014
AUTO_002005,-458.071,963.874,-0.030
AUTO_002006,-457.955,966.760,0.753
AUTO_002007,-457.799,968.807,0.456
AUTO_002008,-458.306,971.041,-0.010
AUTO_002009,-457.798,973.768,0.579
AUTO_002010,-458.477,976.773,0.336
AUTO_002011,-457.720,979.469,0.165
AUTO_002012,-458.034,980.933,-0.107
AUTO_002013,-457.768,985.147,0.474
AUTO_002014,-456.919,986.425,0.197
AUTO_002015,-457.683,989.239,-0.053
AUTO_002016,-457.735,992.519,0.738
AUTO_002017,-457.663,994.126,0.230
AUTO_002018,-457.265,996.346,0.373
AUTO_002019,-457.135,999.327,0.227
